obs_index,t_plus_1,pop_num,phor_type,R,mu,mu_intercept,mu_adult,mu_flower,frac_intercept,frac_adult,frac_flower
188,10,913,emp,1,0.7025428691537504,0.2327550322753508,0.053063295839363,0.4167245411000382,0.3313036719819196,0.0755303315558245,0.5931659965490856
189,11,913,emp,0,0.5139292680068738,0.2327550322753508,0.02403312394487221,0.2571411118345248,0.4528931251143255,0.04676348564088934,0.5003433893379382
190,12,913,emp,0,0.29518227309837547,0.2327550322753508,0.012245658182319315,0.05018158263140571,0.7885129070666803,0.04148507311696933,0.17000201978484555
191,3,914,occ,0,0.48805234797849967,0.2327550322753508,0.10339713714561313,0.151900178547344,0.47690587544433743,0.21185665343867605,0.31123747109610406
192,4,914,occ,0,0.6261572326550042,0.2327550322753508,0.14921365714562015,0.2441885432477935,0.3717197856015065,0.2383006206171747,0.38997959380329444
193,5,914,occ,0,0.6553826301724994,0.2327550322753508,0.13673890274302838,0.2858886951286984,0.3551437306388311,0.20863980283859238,0.4362164664837872
194,6,914,occ,2,0.6176697175624991,0.2327550322753508,0.14286173184392464,0.24205295328368423,0.37682765668660034,0.23129146173410894,0.39188088132099824
195,7,914,occ,0,0.5809967539549972,0.2327550322753508,0.13446947503806433,0.21377224671645495,0.40061330926709365,0.23144617267255863,0.36794051818921747
196,8,914,occ,0,0.6950588725287482,0.2327550322753508,0.1453602558402356,0.3169435844490407,0.3348709605397115,0.20913373181093142,0.455995307700977
197,9,914,occ,0,0.6059745805112512,0.2327550322753508,0.142632635672569,0.23058691249721314,0.3841003232825031,0.235377258815431,0.38052241779295526
198,10,914,occ,0,0.6157847411800003,0.2327550322753508,0.14898456087655862,0.23404514814311242,0.3779811624259038,0.24194259927757594,0.3800762384833089
199,11,914,occ,0,0.6574021771375006,0.2327550322753508,0.13446947503806433,0.29017766996339117,0.35405272505915103,0.20454674431347225,0.44140053083928005
200,12,914,occ,0,0.5263501291262495,0.2327550322753508,0.1285757421081503,0.1650193547009555,0.4422057094613585,0.2442779720061783,0.31351631845306194
201,3,915,emp,0,0.5812538283100012,0.2327550322753508,0.1285739076728174,0.2199248883001975,0.40043612779650395,0.22120096489798058,0.37836290719947663
202,4,915,emp,0,0.7426718579824969,0.2327550322753508,0.1668948558321232,0.34302196987071853,0.31340225130872845,0.22472220273096244,0.4618755459545133
203,5,915,emp,0,0.9010311935850006,0.2327550322753508,0.15510739002850038,0.5131687711864955,0.25832072622177576,0.1721443065820651,0.5695349670911085
204,6,915,emp,0,0.9000617977387516,0.2327550322753508,0.13446947503806433,0.53283729078997,0.2585989460502682,0.14940026937694217,0.5920007849779102
205,7,915,emp,0,0.6065790821612485,0.2327550322753508,0.07822220096588363,0.2956018490908567,0.3837175384387504,0.12895631133071223,0.4873261505121868
206,8,915,emp,0,0.5427881680186241,0.2327550322753508,0.04512923140581689,0.26490390431000793,0.4288137545904732,0.08314335879972318,0.4880428865592343
207,9,915,emp,0,0.45374628519387633,0.2327550322753508,0.014285989744064998,0.20670526309199946,0.5129629483928434,0.031484532678787425,0.45555251874663527
208,10,915,emp,0,0.33122409080287446,0.2327550322753508,0.02040881883622727,0.07806023962745065,0.7027116648162927,0.061616347973835715,0.2356719870171147
209,11,915,emp,0,0.24477159428287457,0.2327550322753508,0.012016561976521862,0,0.9509070403257798,0.049092959547563805,0
210,12,915,emp,0,0.2388778614092498,0.2327550322753508,0.006122829090653248,0,0.9743683692671324,0.025631630551830452,0
211,3,916,occ,0,0.47742781724125116,0.2327550322753508,0.03446571237830241,0.21020707264253494,0.4875187910505355,0.07219041524948763,0.4402907938150455
212,4,916,occ,0,0.70676817880625,0.2327550322753508,0.046940466780444806,0.42707267960478396,0.32932302168510214,0.066415648281914,0.6042613298268761
213,5,916,occ,0,0.8137057634425006,0.2327550322753508,0.040817637676387714,0.5401330934960239,0.28604323913185375,0.05016265032178556,0.6637941105528272
214,6,916,occ,0,0.7166404406374998,0.2327550322753508,0.040817637676387714,0.4430677704037596,0.3247863490208557,0.05695692757734644,0.6182567230082928
215,7,916,occ,0,0.5844545673168764,0.2327550322753508,0.040817637676387714,0.3108818974497671,0.39824315745171845,0.06983885482112663,0.5319179878719552
216,8,916,occ,0,0.5272626382374986,0.2327550322753508,0.040817637676387714,0.25368996828508156,0.44144040445078775,0.07741424238370165,0.48114535316422363
217,9,916,occ,0,0.4878545676837496,0.2327550322753508,0.040817637676387714,0.21428189778114104,0.47709921704829383,0.08366763453744608,0.43923314851496625
218,10,916,occ,0,0.3293214844034988,0.2327550322753508,0.032425380811969204,0.06414107132059331,0.7067714780192396,0.09846117653302036,0.19476734546114496
219,11,916,occ,0,0.2927879235283764,0.2327550322753508,0.026531647934790948,0.033501243336180084,0.7949611769175058,0.09061728918002848,0.11442153396375726
220,12,916,occ,0,0.3046843740826245,0.2327550322753508,0.012016561976521862,0.059912779797970966,0.7639217894785512,0.03943937726607274,0.19663883314778652
221,3,926,emp,0,0.5550807925449972,0.2327550322753508,0.059642482931344346,0.2626832773221691,0.4193173955960342,0.10744829173045016,0.4732343126444515
222,4,926,emp,0,0.6598166262512485,0.2327550322753508,0.09819069287973457,0.32887090120846096,0.3527571495094777,0.14881512373764433,0.4984277269230736
223,5,926,emp,0,0.8392499313124951,0.2327550322753508,0.11633008388675371,0.49016481511927973,0.2773369691092466,0.138611967122626,0.5840510637310575
224,6,926,emp,0,0.7305154227149999,0.2327550322753508,0.13923742672572542,0.35852296364166936,0.31861754733432485,0.190601625094022,0.49078082747274443
225,7,926,emp,0,0.6874214420174991,0.2327550322753508,0.16780940619368884,0.286857003716576,0.33859146376383437,0.24411430301212084,0.41729423346860595
226,8,926,emp,0,0.718086575974999,0.2327550322753508,0.1918425301706861,0.2934890135145924,0.32413227048468657,0.26715793970971724,0.40870978978558503
227,9,926,emp,0,0.6200144860075013,0.2327550322753508,0.18730367467314582,0.1999557789381942,0.37540257127562465,0.30209564276354617,0.32250178576597804
228,10,926,emp,0,0.5379427093537509,0.2327550322753508,0.14194718147638846,0.16324049571905358,0.43267624642588326,0.2638704438376245,0.3034533099540656
229,11,926,emp,0,0.4444407170030014,0.2327550322753508,0.0725575642864568,0.13912812049665244,0.5237032147839392,0.16325588882975092,0.3130408965110928
230,12,926,emp,0,0.3590768212526245,0.2327550322753508,0.024491316366672806,0.10183047264137993,0.6482040012034043,0.06820634169934965,0.28358965718296314
