obs_index,t_plus_1,pop_num,phor_type,R,mu,mu_intercept,mu_adult,mu_flower,frac_intercept,frac_adult,frac_flower
161,3,908,emp,0,0.6368365312587512,0.2327550322753508,0.0714299487234333,0.3326515502166958,0.3654863074756319,0.11216371112104248,0.5223499813353784
162,4,908,emp,0,0.6474045480525001,0.2327550322753508,0.10204409414979336,0.3126054217007042,0.3595202303961509,0.15762029237631842,0.4828594773408265
163,5,908,emp,0,0.8316137946800003,0.2327550322753508,0.10204409414979336,0.49681466853446626,0.279883563457378,0.12270611045967471,0.5974103264191732
164,6,908,emp,0,0.8766282189299993,0.2327550322753508,0.10204409414979336,0.5418290920981285,0.26551168129112757,0.11640521254762597,0.6180831056972793
165,7,908,emp,0,0.8435801826662508,0.2327550322753508,0.1104363510836513,0.5003887993037107,0.2759133477267053,0.1309138755898723,0.5931727766792284
166,8,908,emp,0,0.862736466896252,0.2327550322753508,0.08276105650133513,0.5472203781476227,0.2697869409794412,0.09592854791344703,0.6342845111396321
167,9,908,emp,6,1.0026546294250016,0.2327550322753508,0.0653089540458419,0.7045906429024884,0.23213878981322833,0.06513604199214142,0.7027251679938428
168,10,908,emp,0,0.9152045169862518,0.2327550322753508,0.057602151393235324,0.6248473334492641,0.25432023985393776,0.06293910303559026,0.6827406572542633
169,11,908,emp,0,0.8163876676237495,0.2327550322753508,0.06099736030267503,0.5226352750563368,0.2851035623220869,0.07471617066462967,0.6401802670262836
170,12,908,emp,0,0.8441926656724982,0.2327550322753508,0.06734928559402846,0.5440883480358425,0.2757131656550631,0.07977951992792649,0.6445073146926863
171,3,911,emp,0,0.6452918315025015,0.2327550322753508,0.08571593844904524,0.3268208608334467,0.36069731695410207,0.13283282735729618,0.5064698557743633
172,4,911,emp,0,0.8815030960487503,0.2327550322753508,0.12245291302766768,0.5262951508500858,0.2640433519957582,0.13891376397490904,0.5970428841477147
173,5,911,emp,0,1.0479274928137476,0.2327550322753508,0.12245291302766768,0.6927195476761208,0.22210986339368738,0.11685246724358221,0.6610376695205578
174,6,911,emp,0,1.2810216316025018,0.2327550322753508,0.12245291302766768,0.9258136864904933,0.1816948492775914,0.09559004313961854,0.7227151077318976
175,7,911,emp,0,1.3532870392837564,0.2327550322753508,0.11406065615024694,1.0064713504364862,0.17199236046665992,0.0842841561614415,0.7437234830603072
176,8,911,emp,0,1.4601812632787519,0.2327550322753508,0.10816692326192608,1.1192593079323994,0.15940146482410886,0.07407773677292884,0.7665207985337162
177,9,911,emp,0,1.220714626065001,0.2327550322753508,0.10204409414979336,0.8859155000274174,0.19067112599907277,0.08359373433472704,0.7257351399836868
178,10,911,emp,13,1.4001645435649983,0.2327550322753508,0.10204409414979336,1.0653654168390472,0.16623405680787107,0.07288007300197448,0.7608858699753176
179,11,911,emp,0,1.1255746435612448,0.2327550322753508,0.10204409414979336,0.7907755170057779,0.20678773603048578,0.0906595530856421,0.7025527107680888
180,12,911,emp,0,0.8937855515499972,0.2327550322753508,0.10204409414979336,0.5589864251151054,0.26041485216639326,0.11417066876145977,0.625414479061241
181,3,913,emp,0,0.9167096226237484,0.2327550322753508,0.0714299487234333,0.6125246417657585,0.25390268251921916,0.07791992901633454,0.6681773886180328
182,4,913,emp,0,1.1654115709699948,0.2327550322753508,0.10204409414979336,0.8306124441891795,0.19971917052584628,0.08756056374561312,0.7127202654233512
183,5,913,emp,0,1.470939352661256,0.2327550322753508,0.10204409414979336,1.136140226214368,0.15823564163556114,0.06937342043720085,0.7723909379124557
184,6,913,emp,0,1.3725687432212468,0.2327550322753508,0.1104363510836513,1.0293773603330563,0.16957622955124557,0.08045961386565675,0.7499641569261126
185,7,913,emp,0,1.5955889017725027,0.2327550322753508,0.11633008388675371,1.24650378568388,0.14587406067865516,0.072907303226743,0.781218636140655
186,8,913,emp,0,1.2502528540137512,0.2327550322753508,0.10566839930753845,0.9118294221184412,0.18616636748968443,0.08451762294987429,0.7293160093105552
187,9,913,emp,0,0.8439395833199981,0.2327550322753508,0.07709641981910696,0.5340881311490926,0.2757958470909838,0.0913530083703565,0.6328511444480753
